order_id,sale_date,delivery_date,delivery_status,product,customer_feedback,sales_region,quantity,sales_amount_cny,月份,货品交货状况,销售区域,货品,delivery_days,is_on_time,data_quality_flag
P189689,2016-07-30,2016-9-30,按时交货,货品2,返修,华东,1.0,97.47,7,按时交货,华东,货品2,62,True,正常
P190212,2016-07-11,2016-10-11,按时交货,货品5,返修,泰国,2.0,108.56,7,按时交货,泰国,货品5,92,True,正常
P190354,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,50.0,5.46,8,按时交货,马来西亚,货品6,61,True,正常
P190354,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,50.0,38.85,8,按时交货,马来西亚,货品6,61,True,正常
P190421,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,10.0,29.24,7,按时交货,马来西亚,货品6,62,True,正常
P191037,2016-08-30,2016-10-30,按时交货,货品5,质量合格,泰国,1.0,150.7,8,按时交货,泰国,货品5,61,True,正常
P191042,2016-08-29,2016-10-29,按时交货,货品2,质量合格,华东,1.0,554.59,8,按时交货,华东,货品2,61,True,正常
P191043,2016-08-29,2016-10-29,按时交货,货品2,返修,华东,1.0,554.59,8,按时交货,华东,货品2,61,True,正常
P191053,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,30.0,45.61,7,按时交货,马来西亚,货品6,62,True,正常
P191078,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,1.0,45.61,7,按时交货,马来西亚,货品6,62,True,正常
P191107,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,1.0,58.68,7,按时交货,马来西亚,货品6,92,True,正常
P191298,2016-07-30,2016-9-30,按时交货,货品3,质量合格,华北,1.0,121.62,7,按时交货,华北,货品3,62,True,正常
P191298,2016-07-30,2016-9-30,按时交货,货品3,质量合格,华北,1.0,144.43,7,按时交货,华北,货品3,62,True,正常
P191330,2016-08-15,2016-11-15,按时交货,货品3,质量合格,华北,1.0,255.41,8,按时交货,华北,货品3,92,True,正常
P192017,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,1.0,69.61,7,按时交货,马来西亚,货品6,62,True,正常
P192142,2016-07-16,2016-10-16,按时交货,货品6,质量合格,马来西亚,2.0,1428.4,7,按时交货,马来西亚,货品6,92,True,正常
P192142,2016-07-16,2016-10-16,按时交货,货品6,质量合格,马来西亚,1.0,753.16,7,按时交货,马来西亚,货品6,92,True,正常
P192191,2016-07-30,2016-9-30,按时交货,货品5,质量合格,泰国,50.0,76.22,7,按时交货,泰国,货品5,62,True,正常
P192191,2016-07-30,2016-9-30,按时交货,货品5,质量合格,泰国,5.0,78.89,7,按时交货,泰国,货品5,62,True,正常
P192214,2016-07-30,2016-9-30,按时交货,货品5,返修,泰国,20.0,109.08,7,按时交货,泰国,货品5,62,True,正常
P192464,2016-07-30,2016-9-30,按时交货,货品2,质量合格,华东,1.0,2508.67,7,按时交货,华东,货品2,62,True,正常
P192809,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,20.0,66.96,7,按时交货,马来西亚,货品6,62,True,正常
P192809,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,2.0,6.7,7,按时交货,马来西亚,货品6,62,True,正常
P192854,2016-07-30,2016-9-30,按时交货,货品3,拒货,华北,2.0,73.62,7,按时交货,华北,货品3,62,True,正常
P192857,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,5.0,17.9,7,按时交货,马来西亚,货品6,92,True,正常
P192857,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,5.0,31.32,7,按时交货,马来西亚,货品6,92,True,正常
P192879,2016-08-25,2016-10-25,晚交货,货品4,返修,西北,1.0,485.46,8,晚交货,西北,货品4,61,False,正常
P192954,2016-07-30,2016-9-30,按时交货,货品2,质量合格,华东,4.0,222.15,7,按时交货,华东,货品2,62,True,正常
P193041,2016-09-10,2016-12-10,按时交货,货品2,质量合格,华东,268.0,191.31,9,按时交货,华东,货品2,91,True,正常
P193041,2016-09-10,2016-12-10,按时交货,货品2,质量合格,华东,268.0,191.31,9,按时交货,华东,货品2,91,True,正常
P193600,2016-07-20,2016-10-20,晚交货,货品2,拒货,华东,1.0,70.73,7,晚交货,华东,货品2,92,False,正常
P193601,2016-08-25,2016-10-25,按时交货,货品2,质量合格,华东,1.0,1635.62,8,按时交货,华东,货品2,61,True,正常
P193601,2016-08-25,2016-10-25,按时交货,货品2,质量合格,华东,5.0,73.03,8,按时交货,华东,货品2,61,True,正常
P193603,2016-08-20,2016-11-20,按时交货,货品2,质量合格,华东,4.0,78.72,8,按时交货,华东,货品2,92,True,正常
P193603,2016-08-20,2016-11-20,按时交货,货品2,质量合格,华东,4.0,78.72,8,按时交货,华东,货品2,92,True,正常
P193605,2016-08-15,2016-11-15,按时交货,货品2,质量合格,华东,4.0,78.72,8,按时交货,华东,货品2,92,True,正常
P193605,2016-08-15,2016-11-15,按时交货,货品2,质量合格,华东,4.0,78.72,8,按时交货,华东,货品2,92,True,正常
P193621,2016-07-30,2016-9-30,按时交货,货品5,质量合格,泰国,500.0,378.75,7,按时交货,泰国,货品5,62,True,正常
P193623,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,7.0,56.88,7,按时交货,马来西亚,货品6,62,True,正常
P193626,2016-07-30,2016-9-30,晚交货,货品4,返修,西北,350.0,473.8,7,晚交货,西北,货品4,62,False,正常
P193626,2016-07-30,2016-9-30,晚交货,货品4,返修,西北,40.0,7.29,7,晚交货,西北,货品4,62,False,正常
P193655,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,294.0,732.98,7,按时交货,马来西亚,货品6,62,True,正常
P193655,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,276.0,514.51,7,按时交货,马来西亚,货品6,62,True,正常
P193657,2016-07-30,2016-9-30,按时交货,货品2,拒货,华东,5.0,20.83,7,按时交货,华东,货品2,62,True,正常
P193657,2016-07-30,2016-9-30,按时交货,货品2,拒货,华东,30.0,50.76,7,按时交货,华东,货品2,62,True,正常
P193678,2016-08-20,2016-11-20,按时交货,货品2,质量合格,华东,4.0,19.8,8,按时交货,华东,货品2,92,True,正常
P193678,2016-08-20,2016-11-20,按时交货,货品2,质量合格,华东,4.0,19.8,8,按时交货,华东,货品2,92,True,正常
P193716,2016-10-30,2016-12-30,按时交货,货品2,质量合格,华东,1.0,693.39,10,按时交货,华东,货品2,61,True,正常
P193749,2016-07-30,2016-9-30,按时交货,货品5,质量合格,泰国,1.0,141.63,7,按时交货,泰国,货品5,62,True,正常
P193787,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,1.0,35.03,7,按时交货,马来西亚,货品6,62,True,正常
P193787,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,1.0,35.03,7,按时交货,马来西亚,货品6,62,True,正常
P193848,2016-08-06,2016-11-6,按时交货,货品1,返修,华北,704.0,2846.73,8,按时交货,华北,货品1,92,True,正常
P193848,2016-08-06,2016-11-6,按时交货,货品1,返修,华北,704.0,2654.18,8,按时交货,华北,货品1,92,True,正常
P193866,2016-11-15,2017-2-15,按时交货,货品6,质量合格,马来西亚,200.0,697.82,11,按时交货,马来西亚,货品6,92,True,正常
P193866,2016-11-15,2017-2-15,按时交货,货品6,质量合格,马来西亚,110.0,326.14,11,按时交货,马来西亚,货品6,92,True,正常
P193877,2016-09-15,2016-12-15,按时交货,货品1,返修,华北,704.0,2846.73,9,按时交货,华北,货品1,91,True,正常
P193877,2016-09-15,2016-12-15,按时交货,货品1,返修,华北,704.0,2654.18,9,按时交货,华北,货品1,91,True,正常
P194443,2016-10-10,2017-1-10,按时交货,货品1,返修,华北,1.0,13014.26,10,按时交货,华北,货品1,92,True,正常
P194443,2016-10-10,2017-1-10,按时交货,货品1,返修,华北,1.0,10546.64,10,按时交货,华北,货品1,92,True,正常
P194452,2016-07-29,2016-9-29,按时交货,货品6,质量合格,马来西亚,2.0,61.9,7,按时交货,马来西亚,货品6,62,True,正常
P194453,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,5.0,90.48,7,按时交货,马来西亚,货品6,92,True,正常
P194577,2016-09-15,2016-12-15,按时交货,货品2,质量合格,华东,2.0,121.73,9,按时交货,华东,货品2,91,True,正常
P194579,2016-08-15,2016-11-15,按时交货,货品2,质量合格,华东,2.0,121.73,8,按时交货,华东,货品2,92,True,正常
P194590,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,500.0,46.33,7,按时交货,马来西亚,货品6,62,True,正常
P194657,2016-07-29,2016-9-29,按时交货,货品6,质量合格,马来西亚,2.0,1.82,7,按时交货,马来西亚,货品6,62,True,正常
P194689,2016-07-30,2016-9-30,按时交货,货品2,质量合格,华东,1.0,289.1,7,按时交货,华东,货品2,62,True,正常
P194756,2016-08-15,2016-11-15,按时交货,货品2,返修,华东,15.0,97.54,8,按时交货,华东,货品2,92,True,正常
P194756,2016-08-15,2016-11-15,按时交货,货品2,返修,华东,2.0,4.38,8,按时交货,华东,货品2,92,True,正常
P194764,2016-07-15,2016-10-15,按时交货,货品3,质量合格,华北,1.0,408.53,7,按时交货,华北,货品3,92,True,正常
P195344,2016-07-15,2016-10-15,晚交货,货品4,返修,西北,12.0,658.68,7,晚交货,西北,货品4,92,False,正常
P195347,2016-07-01,2016-10-1,按时交货,货品2,质量合格,华东,2.0,5.18,7,按时交货,华东,货品2,92,True,正常
P195347,2016-07-01,2016-10-1,按时交货,货品2,质量合格,华东,2.0,5.63,7,按时交货,华东,货品2,92,True,正常
P195354,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,2.0,24.73,7,按时交货,马来西亚,货品6,92,True,正常
P195356,2016-07-30,2016-9-30,按时交货,货品5,返修,泰国,4.0,51.7,7,按时交货,泰国,货品5,62,True,正常
P195356,2016-07-30,2016-9-30,按时交货,货品5,返修,泰国,4.0,51.7,7,按时交货,泰国,货品5,62,True,正常
P195359,2016-12-15,2017-3-15,按时交货,货品1,返修,华北,1.0,16758.17,12,按时交货,华北,货品1,90,True,正常
P195359,2016-11-22,2017-2-22,晚交货,货品1,返修,华北,1.0,16758.17,11,晚交货,华北,货品1,92,False,正常
P195471,2016-07-30,2016-9-30,按时交货,货品3,质量合格,华北,1.0,7.8,7,按时交货,华北,货品3,62,True,正常
P195517,2016-07-30,2016-9-30,按时交货,货品2,拒货,华东,12.0,54.81,7,按时交货,华东,货品2,62,True,正常
P195517,2016-07-30,2016-9-30,按时交货,货品2,拒货,华东,1.0,15.99,7,按时交货,华东,货品2,62,True,正常
P195537,2016-08-10,2016-11-10,按时交货,货品6,质量合格,马来西亚,1.0,1009.93,8,按时交货,马来西亚,货品6,92,True,正常
P197569,2016-07-15,2016-10-15,按时交货,货品3,质量合格,华北,1.0,38.73,7,按时交货,华北,货品3,92,True,正常
P197573,2016-09-09,2016-12-9,按时交货,货品2,返修,华东,200.0,36.89,9,按时交货,华东,货品2,91,True,正常
P197573,2016-09-09,2016-12-9,按时交货,货品2,返修,华东,200.0,73.05,9,按时交货,华东,货品2,91,True,正常
P197578,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,2.0,10.55,7,按时交货,马来西亚,货品6,62,True,正常
P197578,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,1.0,8.47,7,按时交货,马来西亚,货品6,62,True,正常
P197591,2016-07-07,2016-10-7,按时交货,货品2,质量合格,华东,1.0,9.9,7,按时交货,华东,货品2,92,True,正常
P197591,2016-07-07,2016-10-7,按时交货,货品2,质量合格,华东,10.0,44.3,7,按时交货,华东,货品2,92,True,正常
P197594,2016-07-30,2016-9-30,按时交货,货品2,质量合格,华东,60.0,45.34,7,按时交货,华东,货品2,62,True,正常
P197642,2016-11-10,2017-2-10,按时交货,货品2,质量合格,华东,2.0,570.76,11,按时交货,华东,货品2,92,True,正常
P197642,2016-10-09,2017-1-9,按时交货,货品2,质量合格,华东,2.0,570.76,10,按时交货,华东,货品2,92,True,正常
P197650,2016-08-30,2016-10-30,按时交货,货品2,质量合格,华东,268.0,20.35,8,按时交货,华东,货品2,61,True,正常
P197650,2016-08-30,2016-10-30,按时交货,货品2,质量合格,华东,268.0,20.35,8,按时交货,华东,货品2,61,True,正常
P197654,2016-07-30,2016-9-30,按时交货,货品3,拒货,华北,1.0,73.52,7,按时交货,华北,货品3,62,True,正常
P197656,2016-07-30,2016-9-30,按时交货,货品3,质量合格,华北,1.0,235.17,7,按时交货,华北,货品3,62,True,正常
P197683,2016-07-30,2016-9-30,按时交货,货品3,拒货,华北,1.0,75.92,7,按时交货,华北,货品3,62,True,正常
P197684,2016-09-15,2016-12-15,按时交货,货品2,质量合格,华东,1.0,512.46,9,按时交货,华东,货品2,91,True,正常
P197684,2016-09-15,2016-12-15,按时交货,货品2,质量合格,华东,1.0,512.46,9,按时交货,华东,货品2,91,True,正常
P197694,2016-09-20,2016-12-20,按时交货,货品2,拒货,华东,4.0,59.83,9,按时交货,华东,货品2,91,True,正常
P197834,2016-11-14,2017-2-14,按时交货,货品1,返修,华北,1.0,3921.26,11,按时交货,华北,货品1,92,True,正常
P198593,2016-10-30,2016-12-30,按时交货,货品2,返修,华东,8600.0,3012.88,10,按时交货,华东,货品2,61,True,正常
P198593,2016-10-30,2016-12-30,按时交货,货品2,返修,华东,4400.0,1541.47,10,按时交货,华东,货品2,61,True,正常
P198615,2016-07-19,2016-10-19,按时交货,货品3,质量合格,华北,300.0,280.5,7,按时交货,华北,货品3,92,True,正常
P198692,2016-10-26,2016-12-26,按时交货,货品5,质量合格,泰国,1.0,226.84,10,按时交货,泰国,货品5,61,True,正常
P198931,2016-09-30,2016-11-30,按时交货,货品3,质量合格,华北,1.0,1491.15,9,按时交货,华北,货品3,61,True,正常
P198931,2016-09-30,2016-11-30,按时交货,货品3,质量合格,华北,1.0,1491.15,9,按时交货,华北,货品3,61,True,正常
P199483,2016-08-30,2016-10-30,按时交货,货品3,质量合格,华北,3.0,31.17,8,按时交货,华北,货品3,61,True,正常
P199534,2016-11-15,2017-2-15,按时交货,货品2,质量合格,华东,2.0,1489.11,11,按时交货,华东,货品2,92,True,正常
P199534,2016-11-15,2017-2-15,按时交货,货品2,质量合格,华东,2.0,1489.11,11,按时交货,华东,货品2,92,True,正常
P199591,2016-08-20,2016-11-20,按时交货,货品3,质量合格,华北,6.0,3.92,8,按时交货,华北,货品3,92,True,正常
P199660,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,1.0,296.3,8,按时交货,泰国,货品5,61,True,正常
P199757,2016-07-15,2016-10-15,按时交货,货品2,质量合格,华东,1.0,38.33,7,按时交货,华东,货品2,92,True,正常
P200357,2016-08-15,2016-11-15,晚交货,货品4,返修,西北,20.0,592.18,8,晚交货,西北,货品4,92,False,正常
P200365,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,1.0,7.27,7,按时交货,马来西亚,货品6,92,True,正常
P200365,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,20.0,66.96,7,按时交货,马来西亚,货品6,92,True,正常
P200397,2016-07-15,2016-10-15,按时交货,货品5,质量合格,泰国,4.0,129.78,7,按时交货,泰国,货品5,92,True,正常
P200404,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,5.0,71.38,7,按时交货,马来西亚,货品6,92,True,正常
P200407,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,7.0,1.82,8,按时交货,马来西亚,货品6,61,True,正常
P200407,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,7.0,8.05,8,按时交货,马来西亚,货品6,61,True,正常
P200634,2016-07-30,2016-9-30,按时交货,货品5,质量合格,泰国,34.0,100.72,7,按时交货,泰国,货品5,62,True,正常
P200634,2016-07-30,2016-9-30,按时交货,货品5,质量合格,泰国,16.0,87.46,7,按时交货,泰国,货品5,62,True,正常
P200704,2016-07-25,2016-9-25,按时交货,货品2,返修,华东,1.0,3114.67,7,按时交货,华东,货品2,62,True,正常
P200704,2016-07-25,2016-9-25,按时交货,货品2,返修,华东,1.0,648.89,7,按时交货,华东,货品2,62,True,正常
P201337,2016-07-30,2016-9-30,按时交货,货品2,质量合格,华东,1.0,246.4,7,按时交货,华东,货品2,62,True,正常
P201354,2016-07-30,2016-9-30,按时交货,货品2,质量合格,华东,1.0,596.55,7,按时交货,华东,货品2,62,True,正常
P201413,2016-07-30,2016-9-30,按时交货,货品2,拒货,华东,150.0,64.21,7,按时交货,华东,货品2,62,True,正常
P201413,2016-07-30,2016-9-30,按时交货,货品2,拒货,华东,20.0,21.79,7,按时交货,华东,货品2,62,True,正常
P201855,2016-08-30,2016-10-30,按时交货,货品5,质量合格,泰国,1.0,125.18,8,按时交货,泰国,货品5,61,True,正常
P202374,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,1.0,7.39,8,按时交货,马来西亚,货品6,61,True,正常
P202430,2016-08-30,2016-10-30,按时交货,货品5,质量合格,泰国,1.0,204.86,8,按时交货,泰国,货品5,61,True,正常
P203009,2016-10-20,2017-1-20,按时交货,货品3,质量合格,华北,1.0,683.73,10,按时交货,华北,货品3,92,True,正常
P203009,2016-10-20,2017-1-20,按时交货,货品3,质量合格,华北,1.0,683.73,10,按时交货,华北,货品3,92,True,正常
P203021,2016-11-09,2017-2-9,按时交货,货品2,质量合格,华东,1.0,922.07,11,按时交货,华东,货品2,92,True,正常
P203021,2016-11-09,2017-2-9,按时交货,货品2,质量合格,华东,1.0,655.81,11,按时交货,华东,货品2,92,True,正常
P203031,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,1.0,51.95,8,按时交货,马来西亚,货品6,92,True,正常
P203034,2016-07-15,2016-10-15,晚交货,货品4,返修,西北,1.0,474.0,7,晚交货,西北,货品4,92,False,正常
P203037,2016-10-30,2016-12-30,按时交货,货品3,质量合格,华北,1.0,439.07,10,按时交货,华北,货品3,61,True,正常
P203037,2016-10-30,2016-12-30,按时交货,货品3,质量合格,华北,1.0,439.07,10,按时交货,华北,货品3,61,True,正常
P203052,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,1.0,29.87,7,按时交货,马来西亚,货品6,92,True,正常
P203058,2016-07-30,2016-9-30,按时交货,货品2,质量合格,华东,1.0,20.52,7,按时交货,华东,货品2,62,True,正常
P203180,2016-10-01,2016-11-30,按时交货,货品2,拒货,华东,4.0,32.54,10,按时交货,华东,货品2,60,True,正常
P203180,2016-10-01,2016-11-30,按时交货,货品2,拒货,华东,4.0,32.54,10,按时交货,华东,货品2,60,True,正常
P203189,2016-07-15,2016-10-15,按时交货,货品2,拒货,华东,3.0,58.44,7,按时交货,华东,货品2,92,True,正常
P203379,2016-12-30,2017-2-28,按时交货,货品2,质量合格,华东,6.0,680.71,12,按时交货,华东,货品2,60,True,正常
P203379,2016-12-30,2017-2-28,按时交货,货品2,质量合格,华东,6.0,680.71,12,按时交货,华东,货品2,60,True,正常
P203918,2016-09-15,2016-12-15,按时交货,货品5,返修,泰国,1.0,91.97,9,按时交货,泰国,货品5,91,True,正常
P203918,2016-09-09,2016-12-9,按时交货,货品5,返修,泰国,1.0,12.16,9,按时交货,泰国,货品5,91,True,正常
P203964,2016-08-25,2016-10-25,按时交货,货品3,质量合格,华北,2.0,280.64,8,按时交货,华北,货品3,61,True,正常
P203964,2016-08-25,2016-10-25,按时交货,货品3,质量合格,华北,4.0,710.86,8,按时交货,华北,货品3,61,True,正常
P203993,2016-07-30,2016-9-30,按时交货,货品3,质量合格,华北,1.0,6.24,7,按时交货,华北,货品3,62,True,正常
P204153,2016-07-30,2016-9-30,按时交货,货品3,质量合格,华北,1.0,18.06,7,按时交货,华北,货品3,62,True,正常
P204690,2016-09-30,2016-11-30,按时交货,货品5,质量合格,泰国,1.0,197.28,9,按时交货,泰国,货品5,61,True,正常
P204690,2016-09-30,2016-11-30,按时交货,货品5,质量合格,泰国,1.0,197.28,9,按时交货,泰国,货品5,61,True,正常
P204697,2016-07-15,2016-10-15,按时交货,货品2,拒货,华东,1.0,75.61,7,按时交货,华东,货品2,92,True,正常
P204855,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,1.0,44.17,7,按时交货,马来西亚,货品6,62,True,正常
P204891,2016-07-30,2016-9-30,按时交货,货品2,质量合格,华东,1.0,121.43,7,按时交货,华东,货品2,62,True,正常
P204932,2016-07-30,2016-9-30,按时交货,货品6,质量合格,马来西亚,1.0,88.45,7,按时交货,马来西亚,货品6,62,True,正常
P205318,2016-07-15,2016-10-15,按时交货,货品5,质量合格,泰国,1.0,203.06,7,按时交货,泰国,货品5,92,True,正常
P205385,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,1.0,1322.31,7,按时交货,马来西亚,货品6,92,True,正常
P205385,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,1.0,121.59,7,按时交货,马来西亚,货品6,92,True,正常
P205510,2016-09-15,2016-12-15,按时交货,货品3,质量合格,华北,56.0,177.54,9,按时交货,华北,货品3,91,True,正常
P205550,2016-07-15,2016-10-15,按时交货,货品3,质量合格,华北,20.0,38.71,7,按时交货,华北,货品3,92,True,正常
P205550,2016-07-15,2016-10-15,按时交货,货品3,质量合格,华北,2.0,6.45,7,按时交货,华北,货品3,92,True,正常
P205554,2016-08-25,2016-10-25,按时交货,货品3,质量合格,华北,1.0,45.16,8,按时交货,华北,货品3,61,True,正常
P205661,2016-08-25,2016-10-25,按时交货,货品3,质量合格,华北,1.0,1126.3,8,按时交货,华北,货品3,61,True,正常
P206306,2016-08-30,2016-10-30,按时交货,货品5,质量合格,泰国,4.0,149.14,8,按时交货,泰国,货品5,61,True,正常
P206310,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,1.0,48.86,8,按时交货,马来西亚,货品6,61,True,正常
P206328,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,2.0,33.43,8,按时交货,马来西亚,货品6,61,True,正常
P206342,2016-09-15,2016-12-15,按时交货,货品2,质量合格,华东,1.0,36.94,9,按时交货,华东,货品2,91,True,正常
P206382,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,2.0,18.05,8,按时交货,马来西亚,货品6,61,True,正常
P206382,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,50.0,76.4,8,按时交货,马来西亚,货品6,61,True,正常
P206408,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,3.0,61.0,8,按时交货,马来西亚,货品6,61,True,正常
P206458,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,10.0,3.01,7,按时交货,马来西亚,货品6,92,True,正常
P206458,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,10.0,3.01,7,按时交货,马来西亚,货品6,92,True,正常
P206613,2016-07-04,2016-10-4,按时交货,货品2,质量合格,华东,1.0,65.74,7,按时交货,华东,货品2,92,True,正常
P206613,2016-07-04,2016-10-4,按时交货,货品2,质量合格,华东,1.0,156.06,7,按时交货,华东,货品2,92,True,正常
P207215,2016-07-20,2016-10-20,按时交货,货品2,拒货,华东,1.0,0.78,7,按时交货,华东,货品2,92,True,正常
P207215,2016-07-20,2016-10-20,按时交货,货品2,拒货,华东,1.0,1.28,7,按时交货,华东,货品2,92,True,正常
P207476,2016-08-31,2016-10-31,按时交货,货品3,质量合格,华北,1.0,1557.05,8,按时交货,华北,货品3,61,True,正常
P207490,2016-07-15,2016-10-15,按时交货,货品3,质量合格,华北,1.0,170.42,7,按时交货,华北,货品3,92,True,正常
P207501,2016-07-15,2016-10-15,按时交货,货品3,返修,华北,1.0,111.69,7,按时交货,华北,货品3,92,True,正常
P207550,2016-07-22,2016-10-22,按时交货,货品2,质量合格,华东,10.0,385.74,7,按时交货,华东,货品2,92,True,正常
P207772,2016-08-30,2016-10-30,按时交货,货品6,质量合格,马来西亚,16.0,1211.04,8,按时交货,马来西亚,货品6,61,True,正常
P207780,2016-08-30,2016-10-30,按时交货,货品6,质量合格,马来西亚,9.0,37.61,8,按时交货,马来西亚,货品6,61,True,正常
P208171,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,1.0,3.09,7,按时交货,马来西亚,货品6,92,True,正常
P208171,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,1.0,5.79,7,按时交货,马来西亚,货品6,92,True,正常
P208198,2016-07-15,2016-10-15,按时交货,货品3,质量合格,华北,1.0,45.16,7,按时交货,华北,货品3,92,True,正常
P208368,2016-07-11,2016-10-11,按时交货,货品3,质量合格,华北,15.0,134.5,7,按时交货,华北,货品3,92,True,正常
P208443,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,2.0,63.0,8,按时交货,马来西亚,货品6,61,True,正常
P208470,2016-08-30,2016-10-30,按时交货,货品5,返修,泰国,1.0,102.92,8,按时交货,泰国,货品5,61,True,正常
P208503,2016-09-30,2016-11-30,按时交货,货品3,质量合格,华北,1.0,832.38,9,按时交货,华北,货品3,61,True,正常
P208503,2016-09-30,2016-11-30,按时交货,货品3,质量合格,华北,1.0,832.38,9,按时交货,华北,货品3,61,True,正常
P209015,2016-07-15,2016-10-15,按时交货,货品3,返修,华北,1.0,75.27,7,按时交货,华北,货品3,92,True,正常
P209015,2016-07-15,2016-10-15,按时交货,货品3,返修,华北,1.0,38.88,7,按时交货,华北,货品3,92,True,正常
P209060,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,200.0,30.89,7,按时交货,马来西亚,货品6,92,True,正常
P209099,2016-11-10,2017-2-10,按时交货,货品2,返修,华东,1.0,3208.48,11,按时交货,华东,货品2,92,True,正常
P209099,2016-11-10,2017-2-10,按时交货,货品2,返修,华东,1.0,2797.7,11,按时交货,华东,货品2,92,True,正常
P209100,2016-10-30,2016-12-30,按时交货,货品2,质量合格,华东,1.0,435.03,10,按时交货,华东,货品2,61,True,正常
P209100,2016-10-30,2016-12-30,按时交货,货品2,质量合格,华东,1.0,2797.7,10,按时交货,华东,货品2,61,True,正常
P209104,2016-07-14,2016-10-14,按时交货,货品3,质量合格,华北,16.5,44.56,7,按时交货,华北,货品3,92,True,正常
P209210,2016-10-30,2016-12-30,按时交货,货品6,质量合格,马来西亚,1.0,978.45,10,按时交货,马来西亚,货品6,61,True,正常
P209210,2016-10-30,2016-12-30,按时交货,货品6,质量合格,马来西亚,1.0,978.45,10,按时交货,马来西亚,货品6,61,True,正常
P209277,2016-10-01,2016-11-30,晚交货,货品4,返修,西北,1.0,234.83,10,晚交货,西北,货品4,60,False,正常
P209277,2016-10-01,2016-11-30,晚交货,货品4,返修,西北,1.0,234.83,10,晚交货,西北,货品4,60,False,正常
P209299,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,1.0,27.1,7,按时交货,马来西亚,货品6,92,True,正常
P209301,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,15.0,144.84,8,按时交货,泰国,货品5,61,True,正常
P209322,2016-10-01,2016-11-30,按时交货,货品5,质量合格,泰国,1.0,98.02,10,按时交货,泰国,货品5,60,True,正常
P209322,2016-10-01,2016-11-30,按时交货,货品5,质量合格,泰国,1.0,98.02,10,按时交货,泰国,货品5,60,True,正常
P209922,2016-07-20,2016-10-20,按时交货,货品2,质量合格,华东,1.0,256.84,7,按时交货,华东,货品2,92,True,正常
P209926,2016-10-12,2017-1-12,按时交货,货品6,质量合格,马来西亚,920.0,699.81,10,按时交货,马来西亚,货品6,92,True,正常
P209926,2016-10-12,2017-1-12,按时交货,货品6,质量合格,马来西亚,920.0,685.34,10,按时交货,马来西亚,货品6,92,True,正常
P209971,2016-08-07,2016-11-7,按时交货,货品3,质量合格,华北,2.0,43.66,8,按时交货,华北,货品3,92,True,正常
